league,season,player_id,games_played,attempts,mades,total_points,three_attempts,three_mades,two_attempts,two_mades,assisted_shots,fouled_on_shot,blocked_shots,avg_shot_distance,fg_percentage,two_pt_percentage,three_pt_percentage,efg_percentage,points_per_shot,three_pa_rate,ft_attempts,ft_mades,ft_percentage,fouled_fga,fouled_fg_made,fg_pct_on_fouled_fga,cns_attempts,cns_mades,cns_points,cns_three_attempts,cns_three_mades,cns_two_attempts,cns_two_mades,cns_fg_percentage,cns_efg_percentage,cns_ft_attempts,cns_ft_mades,cns_points_per_shot,cns_attempt_rate,od_attempts,od_mades,od_points,od_three_attempts,od_three_mades,od_two_attempts,od_two_mades,od_fg_percentage,od_efg_percentage,od_ft_attempts,od_ft_mades,od_points_per_shot,od_attempt_rate,contested_attempts,contested_mades,contested_points,contested_three_attempts,contested_three_mades,contested_two_attempts,contested_two_mades,contested_fg_percentage,contested_two_fg_percentage,contested_three_fg_percentage,contested_efg_percentage,contested_ft_attempts,contested_ft_mades,contested_points_per_shot,contested_attempt_rate,uncontested_attempts,uncontested_mades,uncontested_points,uncontested_three_attempts,uncontested_three_mades,uncontested_two_attempts,uncontested_two_mades,uncontested_fg_percentage,uncontested_two_fg_percentage,uncontested_three_fg_percentage,uncontested_efg_percentage,uncontested_ft_attempts,uncontested_ft_mades,uncontested_points_per_shot,uncontested_attempt_rate,rim_attempts,rim_mades,rim_fg_percentage,rim_attempt_rate,short_midrange_paint_attempts,short_midrange_paint_mades,short_midrange_paint_fg_percentage,short_midrange_paint_attempt_rate,long_midrange_attempts,long_midrange_mades,long_midrange_fg_percentage,long_midrange_attempt_rate,zone_three_attempts,zone_three_mades,zone_three_fg_percentage,zone_three_attempt_rate,attempts_Restricted_Area,mades_Restricted_Area,attempts_Paint_Non_RA,mades_Paint_Non_RA,attempts_Mid_Range,mades_Mid_Range,attempts_Corner_3,mades_Corner_3,attempts_Above_Break_3,mades_Above_Break_3,cl_average_attempts,cl_average_mades,cl_average_points,cl_average_fg_percentage,cl_average_attempt_rate,cl_average_points_per_shot,cl_blocked_attempts,cl_blocked_mades,cl_blocked_points,cl_blocked_fg_percentage,cl_blocked_attempt_rate,cl_blocked_points_per_shot,cl_light_attempts,cl_light_mades,cl_light_points,cl_light_fg_percentage,cl_light_attempt_rate,cl_light_points_per_shot,cl_open_attempts,cl_open_mades,cl_open_points,cl_open_fg_percentage,cl_open_attempt_rate,cl_open_points_per_shot,cl_plus_attempts,cl_plus_mades,cl_plus_points,cl_plus_fg_percentage,cl_plus_attempt_rate,cl_plus_points_per_shot,cst_catchAndShoot_attempts,cst_catchAndShoot_mades,cst_catchAndShoot_points,cst_catchAndShoot_fg_percentage,cst_catchAndShoot_attempt_rate,cst_catchAndShoot_points_per_shot,cst_dribblePullUp_attempts,cst_dribblePullUp_mades,cst_dribblePullUp_points,cst_dribblePullUp_fg_percentage,cst_dribblePullUp_attempt_rate,cst_dribblePullUp_points_per_shot,cst_dunk_attempts,cst_dunk_mades,cst_dunk_points,cst_dunk_fg_percentage,cst_dunk_attempt_rate,cst_dunk_points_per_shot,cst_floater_attempts,cst_floater_mades,cst_floater_points,cst_floater_fg_percentage,cst_floater_attempt_rate,cst_floater_points_per_shot,cst_heave_attempts,cst_heave_mades,cst_heave_points,cst_heave_fg_percentage,cst_heave_attempt_rate,cst_heave_points_per_shot,cst_hook_attempts,cst_hook_mades,cst_hook_points,cst_hook_fg_percentage,cst_hook_attempt_rate,cst_hook_points_per_shot,cst_layup_attempts,cst_layup_mades,cst_layup_points,cst_layup_fg_percentage,cst_layup_attempt_rate,cst_layup_points_per_shot,cst_leaner_attempts,cst_leaner_mades,cst_leaner_points,cst_leaner_fg_percentage,cst_leaner_attempt_rate,cst_leaner_points_per_shot,cst_lob_attempts,cst_lob_mades,cst_lob_points,cst_lob_fg_percentage,cst_lob_attempt_rate,cst_lob_points_per_shot,cst_offMove_attempts,cst_offMove_mades,cst_offMove_points,cst_offMove_fg_percentage,cst_offMove_attempt_rate,cst_offMove_points_per_shot,cst_postFadeaway_attempts,cst_postFadeaway_mades,cst_postFadeaway_points,cst_postFadeaway_fg_percentage,cst_postFadeaway_attempt_rate,cst_postFadeaway_points_per_shot,cst_shakeAndRaise_attempts,cst_shakeAndRaise_mades,cst_shakeAndRaise_points,cst_shakeAndRaise_fg_percentage,cst_shakeAndRaise_attempt_rate,cst_shakeAndRaise_points_per_shot,cst_stepback_attempts,cst_stepback_mades,cst_stepback_points,cst_stepback_fg_percentage,cst_stepback_attempt_rate,cst_stepback_points_per_shot,cst_tip_attempts,cst_tip_mades,cst_tip_points,cst_tip_fg_percentage,cst_tip_attempt_rate,cst_tip_points_per_shot,player_name,team_name,meta_team_id,appearances,is_traded
SPAIN,2024-2025,59277,32,241,95,254,145,51,96,44,45,7,7,19.73480871369295,0.3941908713692946,0.4583333333333333,0.35172413793103446,0.5,1.0240283825189487,0.6016597510373444,16,13,0.8125,7,3,0.42857142857142855,95,33,94,73,28,22,5,0.3473684210526316,0.49473684210526314,0,0,0.9894736842105263,0.41304347826086957,135,57,135,67,21,68,36,0.4222222222222222,0.5,2,2,1.0082425669708566,0.5869565217391305,176,64,163,106,35,70,29,0.36363636363636365,0.4142857142857143,0.330188679245283,0.4630681818181818,2,2,0.9328358208955224,0.7394957983193278,62,30,76,38,16,24,14,0.4838709677419355,0.5833333333333334,0.42105263157894735,0.6129032258064516,1,1,1.2331838565022422,0.2605042016806723,12,4,0.3333333333333333,0.04979253112033195,30,17,0.5666666666666667,0.12448132780082988,52,22,0.4230769230769231,0.2157676348547718,144,51,0.3541666666666667,0.5975103734439834,12,4,30,17,52,22,10,6,134,45,59,24,61,0.4067796610169492,0.24481327800829875,1.0338983050847457,6,0,0,0.0,0.024896265560165973,0.0,25,12,30,0.48,0.1037344398340249,1.2,37,18,46,0.4864864864864865,0.15352697095435686,1.2432432432432432,111,40,102,0.36036036036036034,0.4605809128630705,0.918918918918919,43,19,56,0.4418604651162791,0.17842323651452283,1.302325581395349,96,39,98,0.40625,0.3983402489626556,1.0208333333333333,0,0,0,,0.0,,12,5,10,0.4166666666666667,0.04979253112033195,0.8333333333333334,1,0,0,0.0,0.004149377593360996,0.0,3,1,2,0.3333333333333333,0.012448132780082987,0.6666666666666666,20,10,20,0.5,0.08298755186721991,1.0,1,0,0,0.0,0.004149377593360996,0.0,0,0,0,,0.0,,42,13,36,0.30952380952380953,0.17427385892116182,0.8571428571428571,1,0,0,0.0,0.004149377593360996,0.0,4,3,8,0.75,0.016597510373443983,2.0,15,4,9,0.26666666666666666,0.06224066390041494,0.6,0,0,0,,0.0,,A.J. Slaughter,Casademont Zaragoza,1331,32,False
SPAIN,2024-2025,59249,25,117,65,169,27,9,90,56,40,19,6,8.759947863247861,0.5555555555555556,0.6222222222222222,0.3333333333333333,0.594017094017094,1.2722071665161097,0.23076923076923078,36,30,0.8333333333333334,19,6,0.3157894736842105,54,31,67,19,5,35,26,0.5740740740740741,0.6203703703703703,3,3,1.265365148228489,0.5,54,30,63,5,3,49,27,0.5555555555555556,0.5833333333333334,3,1,1.1569052783803326,0.5,72,36,77,14,5,58,31,0.5,0.5344827586206896,0.35714285714285715,0.5347222222222222,2,1,1.070252469813392,0.6545454545454545,38,29,62,7,4,31,25,0.7631578947368421,0.8064516129032258,0.5714285714285714,0.8157894736842105,4,3,1.6348088531187124,0.34545454545454546,52,38,0.7307692307692307,0.4444444444444444,29,15,0.5172413793103449,0.24786324786324787,8,3,0.375,0.06837606837606838,19,8,0.42105263157894735,0.1623931623931624,52,38,29,15,8,3,6,1,13,7,23,11,24,0.4782608695652174,0.19658119658119658,1.0434782608695652,5,0,0,0.0,0.042735042735042736,0.0,9,7,15,0.7777777777777778,0.07692307692307693,1.6666666666666667,29,22,47,0.7586206896551724,0.24786324786324787,1.6206896551724137,44,25,53,0.5681818181818182,0.37606837606837606,1.2045454545454546,13,5,15,0.38461538461538464,0.1111111111111111,1.1538461538461537,14,7,17,0.5,0.11965811965811966,1.2142857142857142,2,2,4,1.0,0.017094017094017096,2.0,4,0,0,0.0,0.03418803418803419,0.0,0,0,0,,0.0,,5,1,2,0.2,0.042735042735042736,0.4,66,47,94,0.7121212121212122,0.5641025641025641,1.4242424242424243,0,0,0,,0.0,,0,0,0,,0.0,,3,0,0,0.0,0.02564102564102564,0.0,0,0,0,,0.0,,1,1,3,1.0,0.008547008547008548,3.0,0,0,0,,0.0,,2,2,4,1.0,0.017094017094017096,2.0,Karl Olle V. Lundqvist Lundqvist,Leyma Coruna,1321,25,False
SPAIN,2024-2025,58375,30,178,72,206,85,29,93,43,45,16,9,16.19201292134832,0.4044943820224719,0.46236559139784944,0.3411764705882353,0.4859550561797753,1.0461100954702416,0.47752808988764045,43,33,0.7674418604651163,16,3,0.1875,77,33,86,54,20,23,13,0.42857142857142855,0.5584415584415584,0,0,1.1168831168831168,0.4375,99,39,87,30,9,69,30,0.3939393939393939,0.4393939393939394,3,2,0.8871610845295056,0.5625,104,40,99,47,19,57,21,0.38461538461538464,0.3684210526315789,0.40425531914893614,0.47596153846153844,3,2,0.9589821496391949,0.5942857142857143,71,32,74,35,10,36,22,0.4507042253521127,0.6111111111111112,0.2857142857142857,0.5211267605633803,0,0,1.0422535211267605,0.4057142857142857,38,26,0.6842105263157895,0.21348314606741572,23,6,0.2608695652173913,0.12921348314606743,32,11,0.34375,0.1797752808988764,80,29,0.3625,0.449438202247191,38,26,23,6,32,11,18,9,62,20,50,20,55,0.4,0.2808988764044944,1.1,9,0,0,0.0,0.05056179775280899,0.0,8,3,7,0.375,0.0449438202247191,0.875,63,29,67,0.4603174603174603,0.3539325842696629,1.0634920634920635,45,20,44,0.4444444444444444,0.25280898876404495,0.9777777777777777,46,16,48,0.34782608695652173,0.25842696629213485,1.0434782608695652,47,17,40,0.3617021276595745,0.2640449438202247,0.851063829787234,0,0,0,,0.0,,2,0,0,0.0,0.011235955056179775,0.0,1,0,0,0.0,0.0056179775280898875,0.0,0,0,0,,0.0,,53,29,58,0.5471698113207547,0.29775280898876405,1.0943396226415094,0,0,0,,0.0,,0,0,0,,0.0,,12,6,16,0.5,0.06741573033707865,1.3333333333333333,3,1,2,0.3333333333333333,0.016853932584269662,0.6666666666666666,4,3,9,0.75,0.02247191011235955,2.25,6,0,0,0.0,0.033707865168539325,0.0,1,0,0,0.0,0.0056179775280898875,0.0,Philip Scrubb,Leyma Coruna,1321,30,False
SPAIN,2024-2025,34992,33,278,126,377,129,51,149,75,81,40,8,15.387261870503597,0.45323741007194246,0.5033557046979866,0.3953488372093023,0.5449640287769785,1.187027707808564,0.46402877697841727,90,74,0.8222222222222222,40,11,0.275,119,55,150,90,40,29,15,0.46218487394957986,0.6302521008403361,4,4,1.275256707519046,0.4423791821561338,150,67,145,36,11,114,56,0.44666666666666666,0.48333333333333334,7,6,0.9864123334204337,0.5576208178438662,197,79,187,86,29,111,50,0.4010152284263959,0.45045045045045046,0.3372093023255814,0.4746192893401015,11,10,0.976020610384463,0.7242647058823529,75,47,116,38,22,37,25,0.6266666666666667,0.6756756756756757,0.5789473684210527,0.7733333333333333,1,1,1.5509013785790031,0.2757352941176471,56,34,0.6071428571428571,0.2014388489208633,45,21,0.4666666666666667,0.1618705035971223,47,20,0.425531914893617,0.16906474820143885,122,51,0.4180327868852459,0.43884892086330934,56,34,45,21,47,20,41,19,81,32,58,25,65,0.43103448275862066,0.20863309352517986,1.1206896551724137,8,0,0,0.0,0.02877697841726619,0.0,20,10,25,0.5,0.07194244604316546,1.25,55,37,91,0.6727272727272727,0.19784172661870503,1.6545454545454545,131,54,122,0.4122137404580153,0.4712230215827338,0.9312977099236641,65,29,87,0.4461538461538462,0.23381294964028776,1.3384615384615384,74,31,71,0.4189189189189189,0.26618705035971224,0.9594594594594594,7,7,14,1.0,0.025179856115107913,2.0,4,1,2,0.25,0.014388489208633094,0.5,1,0,0,0.0,0.0035971223021582736,0.0,0,0,0,,0.0,,64,36,72,0.5625,0.2302158273381295,1.125,1,0,0,0.0,0.0035971223021582736,0.0,1,1,2,1.0,0.0035971223021582736,2.0,31,13,37,0.41935483870967744,0.11151079136690648,1.1935483870967742,10,4,8,0.4,0.03597122302158273,0.8,1,0,0,0.0,0.0035971223021582736,0.0,11,4,10,0.36363636363636365,0.039568345323741004,0.9090909090909091,2,0,0,0.0,0.007194244604316547,0.0,Timothe Luwawu-Cabarrot,Bitci Baskonia,1326,33,False
SPAIN,2024-2025,59147,26,120,83,201,0,0,120,83,57,24,5,3.782939166666667,0.6916666666666667,0.6916666666666667,,0.6916666666666667,1.389657079646018,0.0,56,35,0.625,24,10,0.4166666666666667,61,54,108,0,0,61,54,0.8852459016393442,0.8852459016393442,4,2,1.7527087316762269,0.5648148148148148,47,24,48,0,0,47,24,0.5106382978723404,0.5106382978723404,6,4,1.04754230459307,0.4351851851851852,76,49,98,0,0,76,49,0.6447368421052632,0.6447368421052632,,0.6447368421052632,7,5,1.302478502781993,0.6551724137931034,40,33,66,0,0,40,33,0.825,0.825,,0.825,3,1,1.621490803484995,0.3448275862068966,73,58,0.7945205479452054,0.6083333333333333,41,23,0.5609756097560976,0.3416666666666667,2,1,0.5,0.016666666666666666,0,0,,0.0,73,58,41,23,2,1,0,0,0,0,21,17,34,0.8095238095238095,0.175,1.619047619047619,4,0,0,0.0,0.03333333333333333,0.0,10,8,16,0.8,0.08333333333333333,1.6,30,25,50,0.8333333333333334,0.25,1.6666666666666667,51,32,64,0.6274509803921569,0.425,1.2549019607843137,0,0,0,,0.0,,1,0,0,0.0,0.008333333333333333,0.0,27,27,54,1.0,0.225,2.0,0,0,0,,0.0,,0,0,0,,0.0,,17,9,18,0.5294117647058824,0.14166666666666666,1.0588235294117647,52,35,70,0.6730769230769231,0.43333333333333335,1.3461538461538463,0,0,0,,0.0,,8,6,12,0.75,0.06666666666666667,1.5,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,11,5,10,0.45454545454545453,0.09166666666666666,0.9090909090909091,Tryggvi Hlinason,Bilbao Basket,1335,26,False
SPAIN,2024-2025,59118,39,224,160,466,1,0,223,160,143,77,11,4.191288392857142,0.7142857142857143,0.7174887892376681,0.0,0.7142857142857143,1.5781630994310487,0.004464285714285714,162,146,0.9012345679012346,77,28,0.36363636363636365,144,117,234,0,0,144,117,0.8125,0.8125,19,17,1.6474140194276712,0.7422680412371134,50,27,54,0,0,50,27,0.54,0.54,4,4,1.1205564142194746,0.25773195876288657,155,97,194,0,0,155,97,0.6258064516129033,0.6258064516129033,,0.6258064516129033,18,17,1.2951141664620673,0.7045454545454546,65,61,122,0,0,65,61,0.9384615384615385,0.9384615384615385,,0.9384615384615385,8,7,1.8826619964973732,0.29545454545454547,137,107,0.781021897810219,0.6116071428571429,78,47,0.6025641025641025,0.3482142857142857,5,4,0.8,0.022321428571428572,0,0,,0.0,137,107,78,47,5,4,0,0,0,0,49,37,74,0.7551020408163265,0.21875,1.510204081632653,10,0,0,0.0,0.044642857142857144,0.0,17,16,32,0.9411764705882353,0.07589285714285714,1.8823529411764706,48,45,90,0.9375,0.21428571428571427,1.875,96,60,120,0.625,0.42857142857142855,1.25,1,1,2,1.0,0.004464285714285714,2.0,2,1,2,0.5,0.008928571428571428,1.0,37,36,72,0.972972972972973,0.16517857142857142,1.945945945945946,7,5,10,0.7142857142857143,0.03125,1.4285714285714286,0,0,0,,0.0,,19,8,16,0.42105263157894735,0.08482142857142858,0.8421052631578947,125,91,182,0.728,0.5580357142857143,1.456,0,0,0,,0.0,,10,8,16,0.8,0.044642857142857144,1.6,2,1,2,0.5,0.008928571428571428,1.0,1,0,0,0.0,0.004464285714285714,0.0,0,0,0,,0.0,,0,0,0,,0.0,,16,7,14,0.4375,0.07142857142857142,0.875,Giorgi Shermadini,Lenovo Tenerife,1333,39,False
SPAIN,2024-2025,18393,36,160,110,265,3,1,157,109,87,29,11,4.076415624999999,0.6875,0.6942675159235668,0.3333333333333333,0.690625,1.3825125208681135,0.01875,72,44,0.6111111111111112,29,8,0.27586206896551724,94,69,138,1,0,93,69,0.7340425531914894,0.7340425531914894,6,5,1.4797185430463575,0.6482758620689655,51,32,65,2,1,49,31,0.6274509803921569,0.6372549019607843,1,1,1.2830482115085537,0.35172413793103446,104,59,119,2,1,102,58,0.5673076923076923,0.5686274509803921,0.5,0.5721153846153846,8,6,1.1625744047619049,0.6582278481012658,54,49,98,1,0,53,49,0.9074074074074074,0.9245283018867925,0.0,0.9074074074074074,0,0,1.8148148148148149,0.34177215189873417,99,75,0.7575757575757576,0.61875,51,29,0.5686274509803921,0.31875,5,3,0.6,0.03125,3,1,0.3333333333333333,0.01875,99,75,51,29,5,3,0,0,3,1,29,22,44,0.7586206896551724,0.18125,1.5172413793103448,11,0,0,0.0,0.06875,0.0,9,9,18,1.0,0.05625,2.0,45,40,80,0.8888888888888888,0.28125,1.7777777777777777,64,37,75,0.578125,0.4,1.171875,1,0,0,0.0,0.00625,0.0,5,1,3,0.2,0.03125,0.6,24,22,44,0.9166666666666666,0.15,1.8333333333333333,1,1,2,1.0,0.00625,2.0,0,0,0,,0.0,,13,8,16,0.6153846153846154,0.08125,1.2307692307692308,100,68,136,0.68,0.625,1.36,0,0,0,,0.0,,4,4,8,1.0,0.025,2.0,2,0,0,0.0,0.0125,0.0,1,0,0,0.0,0.00625,0.0,0,0,0,,0.0,,0,0,0,,0.0,,7,4,8,0.5714285714285714,0.04375,1.1428571428571428,George Conditt IV,Dreamland Gran Canaria,1328,36,False
SPAIN,2024-2025,59264,8,11,3,15,8,1,3,2,1,0,0,19.00809090909091,0.2727272727272727,0.6666666666666666,0.125,0.3181818181818182,1.0330578512396695,0.7272727272727273,8,8,1.0,0,0,,5,1,2,4,0,1,1,0.2,0.2,0,0,0.4,0.5,5,2,5,3,1,2,1,0.4,0.5,0,0,1.0,0.5,4,2,5,3,1,1,1,0.5,1.0,0.3333333333333333,0.625,0,0,1.25,0.4444444444444444,5,1,2,3,0,2,1,0.2,0.5,0.0,0.2,0,0,0.4,0.5555555555555556,1,1,1.0,0.09090909090909091,0,0,,0.0,2,1,0.5,0.18181818181818182,6,1,0.16666666666666666,0.5454545454545454,1,1,0,0,2,1,1,0,5,1,3,1,2,0.3333333333333333,0.2727272727272727,0.6666666666666666,0,0,0,,0.0,,2,1,2,0.5,0.18181818181818182,1.0,3,0,0,0.0,0.2727272727272727,0.0,1,1,3,1.0,0.09090909090909091,3.0,3,0,0,0.0,0.2727272727272727,0.0,3,1,3,0.3333333333333333,0.2727272727272727,1.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,1,1,2,1.0,0.09090909090909091,2.0,0,0,0,,0.0,,0,0,0,,0.0,,2,1,2,0.5,0.18181818181818182,1.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,Enzo Goudou-Sinha,BC MoraBanc Andorra,1332,8,False
SPAIN,2024-2025,28179,10,23,5,14,16,2,7,3,2,4,1,17.464452173913045,0.21739130434782608,0.42857142857142855,0.125,0.2608695652173913,0.5368098159509203,0.6956521739130435,7,2,0.2857142857142857,4,1,0.25,16,1,3,14,1,2,0,0.0625,0.09375,0,0,0.1875,0.7619047619047619,5,2,4,1,0,4,2,0.4,0.4,1,0,0.7352941176470588,0.23809523809523808,16,3,7,11,1,5,2,0.1875,0.4,0.09090909090909091,0.21875,1,0,0.4257907542579075,0.7272727272727273,6,2,5,4,1,2,1,0.3333333333333333,0.5,0.25,0.4166666666666667,0,0,0.8333333333333334,0.2727272727272727,6,2,0.3333333333333333,0.2608695652173913,1,1,1.0,0.043478260869565216,0,0,,0.0,15,2,0.13333333333333333,0.6521739130434783,6,2,1,1,0,0,4,1,11,1,9,1,2,0.1111111111111111,0.391304347826087,0.2222222222222222,1,0,0,0.0,0.043478260869565216,0.0,2,0,0,0.0,0.08695652173913043,0.0,4,2,5,0.5,0.17391304347826086,1.25,6,2,5,0.3333333333333333,0.2608695652173913,0.8333333333333334,10,1,3,0.1,0.43478260869565216,0.3,1,1,3,1.0,0.043478260869565216,3.0,1,1,2,1.0,0.043478260869565216,2.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,4,0,0,0.0,0.17391304347826086,0.0,1,1,2,1.0,0.043478260869565216,2.0,0,0,0,,0.0,,3,0,0,0.0,0.13043478260869565,0.0,0,0,0,,0.0,,1,0,0,0.0,0.043478260869565216,0.0,0,0,0,,0.0,,1,1,2,1.0,0.043478260869565216,2.0,Miye Oni,Club Joventut Badalona,1336,10,False
SPAIN,2024-2025,59237,26,107,47,147,52,12,55,35,26,19,5,14.839391588785045,0.4392523364485981,0.6363636363636364,0.23076923076923078,0.4953271028037383,1.1356613102595798,0.48598130841121495,51,41,0.803921568627451,19,3,0.15789473684210525,62,26,62,37,10,25,16,0.41935483870967744,0.5,1,1,1.0089686098654709,0.62,38,19,40,12,2,26,17,0.5,0.5263157894736842,2,1,1.0545267489711934,0.38,68,28,65,33,9,35,19,0.4117647058823529,0.5428571428571428,0.2727272727272727,0.47794117647058826,2,1,0.9581881533101045,0.6355140186915887,39,19,41,19,3,20,16,0.48717948717948717,0.8,0.15789473684210525,0.5256410256410257,1,1,1.0649087221095335,0.3644859813084112,29,21,0.7241379310344828,0.27102803738317754,19,11,0.5789473684210527,0.17757009345794392,7,3,0.42857142857142855,0.06542056074766354,49,12,0.24489795918367346,0.45794392523364486,29,21,19,11,7,3,11,2,38,10,32,13,29,0.40625,0.29906542056074764,0.90625,5,0,0,0.0,0.04672897196261682,0.0,13,8,16,0.6153846153846154,0.12149532710280374,1.2307692307692308,26,11,25,0.4230769230769231,0.24299065420560748,0.9615384615384616,31,15,36,0.4838709677419355,0.2897196261682243,1.1612903225806452,33,10,30,0.30303030303030304,0.308411214953271,0.9090909090909091,14,2,6,0.14285714285714285,0.1308411214953271,0.42857142857142855,0,0,0,,0.0,,1,1,2,1.0,0.009345794392523364,2.0,3,0,0,0.0,0.028037383177570093,0.0,1,0,0,0.0,0.009345794392523364,0.0,46,32,64,0.6956521739130435,0.42990654205607476,1.391304347826087,0,0,0,,0.0,,0,0,0,,0.0,,5,1,2,0.2,0.04672897196261682,0.4,0,0,0,,0.0,,1,0,0,0.0,0.009345794392523364,0.0,1,0,0,0.0,0.009345794392523364,0.0,2,1,2,0.5,0.018691588785046728,1.0,Nihad Dedovic,Malaga,1339,26,False
SPAIN,2024-2025,31539,20,167,103,263,51,22,116,81,55,24,4,12.139407784431139,0.6167664670658682,0.6982758620689655,0.43137254901960786,0.6826347305389222,1.3818831441782262,0.30538922155688625,53,35,0.660377358490566,24,5,0.20833333333333334,60,36,89,37,17,23,19,0.6,0.7416666666666667,0,0,1.4833333333333334,0.38461538461538464,96,64,133,14,5,82,59,0.6666666666666666,0.6927083333333334,6,4,1.3888888888888888,0.6153846153846154,105,58,130,36,14,69,44,0.5523809523809524,0.6376811594202898,0.3888888888888889,0.6190476190476191,3,1,1.2321294206170053,0.6521739130434783,56,44,96,14,8,42,36,0.7857142857142857,0.8571428571428571,0.5714285714285714,0.8571428571428571,3,3,1.727145847871598,0.34782608695652173,43,35,0.813953488372093,0.25748502994011974,48,34,0.7083333333333334,0.2874251497005988,20,11,0.55,0.11976047904191617,49,22,0.4489795918367347,0.2934131736526946,43,35,48,34,20,11,8,4,41,18,32,18,43,0.5625,0.19161676646706588,1.34375,4,0,0,0.0,0.023952095808383235,0.0,20,13,30,0.65,0.11976047904191617,1.5,36,31,66,0.8611111111111112,0.2155688622754491,1.8333333333333333,69,40,87,0.5797101449275363,0.41317365269461076,1.2608695652173914,29,13,39,0.4482758620689655,0.17365269461077845,1.3448275862068966,19,8,17,0.42105263157894735,0.11377245508982035,0.8947368421052632,10,10,20,1.0,0.059880239520958084,2.0,4,1,2,0.25,0.023952095808383235,0.5,0,0,0,,0.0,,8,8,16,1.0,0.04790419161676647,2.0,47,34,68,0.723404255319149,0.281437125748503,1.446808510638298,0,0,0,,0.0,,5,3,6,0.6,0.029940119760479042,1.2,9,5,14,0.5555555555555556,0.05389221556886228,1.5555555555555556,13,8,16,0.6153846153846154,0.07784431137724551,1.2307692307692308,7,4,10,0.5714285714285714,0.041916167664670656,1.4285714285714286,5,4,10,0.8,0.029940119760479042,2.0,5,4,8,0.8,0.029940119760479042,1.6,Chimezie Metu,BC Barcelona,1340,20,False
SPAIN,2024-2025,31183,34,308,116,351,168,55,140,61,59,26,10,17.29183181818182,0.37662337662337664,0.4357142857142857,0.3273809523809524,0.4659090909090909,1.0279990627928772,0.5454545454545454,76,64,0.8421052631578947,26,5,0.19230769230769232,87,37,105,78,31,9,6,0.42528735632183906,0.603448275862069,0,0,1.206896551724138,0.29591836734693877,207,73,169,83,23,124,50,0.3526570048309179,0.4082125603864734,5,5,0.8317399617590823,0.7040816326530612,224,79,198,122,40,102,39,0.35267857142857145,0.38235294117647056,0.32786885245901637,0.4419642857142857,4,4,0.8947554925584692,0.7441860465116279,77,33,80,43,14,34,19,0.42857142857142855,0.5588235294117647,0.32558139534883723,0.5194805194805194,1,1,1.0459710743801653,0.2558139534883721,40,25,0.625,0.12987012987012986,64,25,0.390625,0.2077922077922078,32,8,0.25,0.1038961038961039,163,54,0.3312883435582822,0.5292207792207793,40,25,64,25,32,8,13,4,150,50,75,32,87,0.4266666666666667,0.2435064935064935,1.16,10,0,0,0.0,0.032467532467532464,0.0,25,10,26,0.4,0.08116883116883117,1.04,52,23,54,0.4423076923076923,0.16883116883116883,1.0384615384615385,139,47,111,0.3381294964028777,0.4512987012987013,0.7985611510791367,46,19,57,0.41304347826086957,0.14935064935064934,1.2391304347826086,102,30,81,0.29411764705882354,0.33116883116883117,0.7941176470588235,2,1,2,0.5,0.006493506493506494,1.0,22,8,16,0.36363636363636365,0.07142857142857142,0.7272727272727273,1,0,0,0.0,0.003246753246753247,0.0,4,1,2,0.25,0.012987012987012988,0.5,71,37,74,0.5211267605633803,0.2305194805194805,1.0422535211267605,2,1,2,0.5,0.006493506493506494,1.0,0,0,0,,0.0,,30,11,33,0.36666666666666664,0.09740259740259741,1.1,1,0,0,0.0,0.003246753246753247,0.0,10,2,6,0.2,0.032467532467532464,0.6,9,1,3,0.1111111111111111,0.02922077922077922,0.3333333333333333,1,1,2,1.0,0.003246753246753247,2.0,Muhammad-Ali Abdur-Rahkman,Bilbao Basket,1335,34,False
